ID,Name,Cost,Type,Race,Rarity,Attack,Health,Tribe,Keywords,Card Text,Flavor Text,Collectible,Set,Has Starforge,Starforge Text
bio_m32,GENE-ARCHON VEXXIS,4,MINION,BIOTITANS,LEGENDARY,2,6,,DEPLOY,STARFORGED -- 6/10. Gains enhanced abilities and BARRIER.,He mutated everything. His lab. His specimens. His breakfast. Now he\,true,CORE,YES,
bio_m33,THE FIRST ORGANISM,6,MINION,BIOTITANS,LEGENDARY,5,5,BEAST,ADAPT,STARFORGED -- 9/9. Gains enhanced abilities and BARRIER.,"The original genome. The ancestor strand. Everything that crawls, flies, bites, or oozes evolved from THIS. Four adaptations. Potentially free. The food chain starts here and it ends with your opponent.",true,CORE,YES,
cry_sd_m1,Prism Shard,1,MINION,CRYSTALLINE,COMMON,1,2,ELEMENTAL,RESONATE,RESONATE: Gain +1/+1.,Vibrates when you cast spells. Also when nervous. Also when you LOOK at it. Very sensitive crystal.,true,CORE,NO,
cry_sd_s1,Crystal Spark,1,SPELL,CRYSTALLINE,COMMON,,,,,Deal 1 damage. Draw a card.,A tiny zap. A tiny card. A tiny WIN. The Crystalline consider this \,true,CORE,NO,
cry_sd_s2,Arcane Missile,1,SPELL,CRYSTALLINE,COMMON,,,,,Deal 3 damage randomly split among all enemies.,Aim? Where we\,true,CORE,NO,
cry_sd_s3,Mana Siphon,1,SPELL,CRYSTALLINE,COMMON,,,,,Gain 1 Crystal this turn only. Draw a card.,Borrow power from the universe. The universe doesn\,true,CORE,NO,
cry_sd_m2,Geode Apprentice,2,MINION,CRYSTALLINE,COMMON,2,3,,RESONATE,RESONATE: Deal 1 damage to a random enemy.,Studies hard. Zaps harder. Graduated top of her class in Applied Crystal Violence.,true,CORE,NO,
cry_sd_s4,Refraction Bolt,2,SPELL,CRYSTALLINE,COMMON,,,,,"Deal 2 damage. If you cast another spell this turn, deal 4 instead.",Alone: a spark. After another spell: a THUNDERBOLT. The Crystalline invented the combo meal.,true,CORE,NO,
cry_sd_m3,Spell Weaver,2,MINION,CRYSTALLINE,COMMON,1,3,,,Your spells cost (1) less. (Minimum 1.),Discount magic. No coupons required. She\,true,CORE,NO,
cry_sd_m4,Crystal Golem,2,MINION,CRYSTALLINE,COMMON,2,3,ELEMENTAL,RESONATE,RESONATE: Gain +0/+2.,"Gets tougher every time you cast. The strong, silent type. By Turn 6 it\",true,CORE,NO,
cry_sd_m5,Resonance Mage,3,MINION,CRYSTALLINE,COMMON,3,3,,RESONATE,RESONATE: Add a random spell to your hand. It costs (1).,Casts spells. Gets spells. Casts THOSE spells. Gets MORE spells. She hasn\,true,CORE,NO,
cry_sd_s5,Shatter,3,SPELL,CRYSTALLINE,COMMON,,,,,"Deal 4 damage. If this kills the target, deal 2 damage to adjacent minions.","Break one, crack two. Crystal physics. The Crystalline textbook has one chapter and it\",true,CORE,NO,
cry_sd_s6,Spell Surge,3,SPELL,CRYSTALLINE,COMMON,,,,,Draw 2 cards. If you\,More spells. More cards. More spells FROM cards. It\,true,CORE,NO,
cry_sd_m6,Energized Sentry,3,MINION,CRYSTALLINE,COMMON,2,4,ELEMENTAL,,Gains +1 Attack for each spell you\,Charges up while you cast. Cast four spells and it\,true,CORE,NO,
cry_sd_m7,Living Crystal,4,MINION,CRYSTALLINE,COMMON,4,4,ELEMENTAL,RESONATE,RESONATE: Gain +1/+1 AND deal 1 damage to a random enemy. (Triggers both on each spell.),Double resonance. Double trouble. Cast one spell and it grows AND hurts someone. Cast five and it\,true,CORE,NO,
cry_sd_s7,Refract,4,SPELL,CRYSTALLINE,COMMON,,,,,Deal 3 damage. Cast a random spell that costs (3) or less. (Targets chosen randomly.),One spell becomes two. You paid for damage. You got damage AND a mystery bonus. Chaos is a FEATURE.,true,CORE,NO,
cry_sd_m8,Crystal Colossus,5,MINION,CRYSTALLINE,COMMON,5,6,ELEMENTAL,RESONATE,RESONATE: Gain +2/+2 and SWIFT.,"Cast one spell and a 5/6 becomes a 7/8 with SWIFT. The bigger they resonate, the harder your opponent cries.",true,CORE,NO,
cry_sd_s8,Arcane Storm,5,SPELL,CRYSTALLINE,COMMON,,,,,Deal 1 damage to all enemies for each spell you\,Step 1: Cast five spells. Step 2: Cast THIS. Step 3: Six damage to everything. Step 4: Apologize to nobody.,true,CORE,NO,
cry_sd_s9,Overload,5,SPELL,CRYSTALLINE,COMMON,,,,,Your next spell this turn costs (0) and deals double damage.,UNLIMITED POWER! (Limited to one use per cast.) The Crystalline definition of restraint.,true,CORE,NO,
cry_sd_m9,Prismatic Dragon,6,MINION,CRYSTALLINE,COMMON,6,6,ELEMENTAL,RESONATE,RESONATE: Deal 3 damage to a random enemy.,"Every spell you cast, it breathes fire. EVERY one. It\",true,CORE,NO,
cry_sd_st1,Resonance Chamber,2,STRUCTURE,CRYSTALLINE,COMMON,,,,,Your RESONATE effects trigger an additional time.,Say it again. Louder. LOUDER. The Chamber has one rule: everything happens TWICE.,true,CORE,NO,
cry_sd_m10,Spell Amplifier,3,MINION,CRYSTALLINE,RARE,2,4,,,Your spells deal 2 extra damage.,Makes everything louder. EVERYTHING. Your 1-damage plink is now a 3-damage punch. She doesn\,true,CORE,NO,
cry_sd_m11,Prismora Channeler,5,MINION,CRYSTALLINE,RARE,4,5,,RESONATE,RESONATE: The next spell you cast this turn costs (2) less.,Fuels the fire while standing in the fire. Every spell you cast makes the NEXT spell cheaper. Infinite discount energy.,true,CORE,NO,
cry_sd_s10,CHAIN IGNITION,2,SPELL,CRYSTALLINE,EPIC,,,,,Deal 1 damage to a random enemy. Cast this again for each spell you\,One damage. Then one more. Then one MORE. Cast five spells before this and it fires SIX times. It doesn\,true,CORE,NO,
cry_sd_m12,LIVING SPELLBOOK,4,MINION,CRYSTALLINE,EPIC,3,5,,DEPLOY,"DEPLOY: Discover a spell. It costs (0). Whenever you cast a spell, add a random spell to your hand that costs (1) less than the spell you cast.",It\,true,CORE,NO,
cry_sd_m13,PRISMATIC ANOMALY,3,MINION,CRYSTALLINE,EPIC,2,4,ELEMENTAL,RESONATE,RESONATE: Cast a copy of the spell that triggered this. (Targets chosen randomly.) Your spells cost (1) less.,You cast a spell. It copies that spell. The copy triggers ANOTHER resonate. Which copies AGAIN. It\,true,CORE,NO,
cry_m26,GEODE SAGE LUMIS,9,MINION,CRYSTALLINE,LEGENDARY,6,8,,DEPLOY,"STARFORGE -- After casting 25 spells: Transform into LUMIS, ARCANE AVATAR -- 10/12. ALL spells you cast are cast twice. Your spells cost (3) less. RESONATE effects trigger three times.",He didn\,true,CORE,YES,
cry_m27,THE INFINITE PRISM,10,MINION,CRYSTALLINE,LEGENDARY,0,15,ELEMENTAL,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,It does nothing. Then it does EVERYTHING. Twice. Every spell you cast gets replayed at end of turn for free. It\,true,CORE,YES,
cry_m28,ARCHMAGE PRISCILLA,7,MINION,CRYSTALLINE,LEGENDARY,5,6,,DEPLOY,STARFORGED -- 9/10. Gains enhanced abilities and BARRIER.,A hand full of cheap spells. Every cast discounts the next. She doesn\,true,CORE,YES,
cry_m29,CRYSTAL ANARCHIST ZAEL,4,MINION,CRYSTALLINE,LEGENDARY,3,4,,DEPLOY,STARFORGED -- 7/8. Gains enhanced abilities and BARRIER.,He hijacked resonance itself. Now YOUR opponent\,true,CORE,YES,
cry_s28,THE FIRST SPELL,0,SPELL,CRYSTALLINE,LEGENDARY,,,,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,Zero mana. Maximum damage. It counts every spell you ever cast and delivers the bill in one hit. Turn 15 after 20 spells? Twenty damage and three cards. It\,true,CORE,YES,
phc_sd_m1,Deckhand Specter,1,MINION,PHANTOM_CORSAIRS,COMMON,1,1,PIRATE,CLOAK,CLOAK.,"You hired a ghost pirate. It showed up invisible, stole your lunch, and vanished. Employee of the month.",true,CORE,NO,
phc_sd_m2,Phantom Parrot,1,MINION,PHANTOM_CORSAIRS,COMMON,1,1,PIRATE,DEPLOY,DEPLOY: Copy the last card your opponent played. It costs (1).,BAWK! I\,true,CORE,NO,
phc_sd_s1,Plunder,1,SPELL,PHANTOM_CORSAIRS,COMMON,,,,,Copy a random card from your opponent\,What\,true,CORE,NO,
phc_sd_m4,Smuggler\,2,MINION,PHANTOM_CORSAIRS,COMMON,2,2,PIRATE,SWIFT,SWIFT.,Fast hands. Faster exit. He\,true,CORE,NO,
phc_sd_m5,Ghost Gunner,2,MINION,PHANTOM_CORSAIRS,COMMON,2,2,PIRATE,DEPLOY,PHASE. DEPLOY: Deal 1 damage to a random enemy.,Can\,true,CORE,NO,
phc_sd_m6,Pickpocket,2,MINION,PHANTOM_CORSAIRS,COMMON,1,3,PIRATE,,"Whenever this attacks, add a random card from your opponent\",Every swing is a shopping spree. She doesn\,true,CORE,NO,
phc_sd_s2,Smoke Bomb,2,SPELL,PHANTOM_CORSAIRS,COMMON,,,,CLOAK,Give a friendly minion CLOAK and +1/+1. Draw a card.,Now you see it. Now you don\,true,CORE,NO,
phc_sd_m7,Phantom Blade,3,MINION,PHANTOM_CORSAIRS,COMMON,3,2,PIRATE,CLOAK,CLOAK. SWIFT.,Appears. Stabs. Disappears. The Corsairs call this a \,true,CORE,NO,
phc_sd_m8,Cargo Raider,3,MINION,PHANTOM_CORSAIRS,COMMON,2,3,PIRATE,DEPLOY,DEPLOY: Add a copy of a random card from your opponent\,Found this in your cargo hold. Mine now. Found that too. Also mine. Actually everything in here is mine now.,true,CORE,NO,
phc_sd_m9,Spectral Rigging,3,MINION,PHANTOM_CORSAIRS,COMMON,2,4,PIRATE,,PHASE. Gains +1/+1 whenever you play a stolen card.,Grows on stolen goods. Every pilfered card makes it stronger. It\,true,CORE,NO,
phc_sd_s3,Ghostwalk,3,SPELL,PHANTOM_CORSAIRS,COMMON,,,,PHASE,Give all friendly minions PHASE until your next turn.,The whole crew goes invisible. Your opponent swings at nothing. Misses everything. Questions their career choices.,true,CORE,NO,
phc_sd_m10,Corsair Quartermaster,4,MINION,PHANTOM_CORSAIRS,COMMON,2,4,PIRATE,,Your Pirates have +1 Attack. Stolen cards in your hand cost (1) less.,Manages the loot AND the crew. Multi-tasking pirate. His spreadsheets are written on stolen napkins.,true,CORE,NO,
phc_sd_m11,Wraithship Gunner,4,MINION,PHANTOM_CORSAIRS,COMMON,4,3,PIRATE,DEPLOY,PHASE. DEPLOY: Deal 2 damage to a minion.,Shoots from between dimensions. You can\,true,CORE,NO,
phc_sd_s4,Ransack,4,SPELL,PHANTOM_CORSAIRS,COMMON,,,,,Steal 2 random cards from your opponent\,Grand theft card game. They had seven cards. Now they have five. You have nine. Pirate math.,true,CORE,NO,
phc_sd_m12,Phantom Duelist,5,MINION,PHANTOM_CORSAIRS,COMMON,4,4,PIRATE,SWIFT,PHASE. SWIFT.,Fights you. You can\,true,CORE,NO,
phc_sd_m13,Ghost Fleet Raider,5,MINION,PHANTOM_CORSAIRS,COMMON,3,4,PIRATE,DEPLOY,DEPLOY: Add 3 random cards from your opponent\,Loots first. Asks questions to the wreckage. Three cards stolen. Three discounts applied. Three reasons to concede.,true,CORE,NO,
phc_sd_m14,Phantom Dreadnought,6,MINION,PHANTOM_CORSAIRS,COMMON,5,5,PIRATE,CLOAK,PHASE. CLOAK. (Fully untargetable until it attacks.),You can\,true,CORE,NO,
phc_sd_st1,Smuggler\,2,STRUCTURE,PHANTOM_CORSAIRS,COMMON,,,,,"Whenever you play a stolen card, draw a card.","Every stolen card comes with a free bonus card. Pirate loyalty rewards program. Infinite plundering, infinite draws.",true,CORE,NO,
phc_sd_s5,Corsair Ambush,5,SPELL,PHANTOM_CORSAIRS,RARE,,,,,Summon three 3/2 Phantom Pirates with CLOAK and SWIFT.,Three ghosts walk into your board. This isn\,true,CORE,NO,
phc_sd_s6,Plunderstorm,5,SPELL,PHANTOM_CORSAIRS,RARE,,,,,Steal a random card from your opponent\,Four pirates? Four stolen cards. They\,true,CORE,NO,
phc_sd_s7,THE GREAT TRAIN ROBBERY,4,SPELL,PHANTOM_CORSAIRS,EPIC,,,,,Steal the top 3 cards of your opponent\,Three cards ripped straight from their future. Spells fire on arrival. Minions are free. The Corsairs don\,true,CORE,NO,
phc_sd_m15,GHOST IN THE MACHINE,3,MINION,PHANTOM_CORSAIRS,EPIC,2,3,PIRATE,PHASE; DEPLOY,"PHASE. DEPLOY: For the rest of the game, whenever your opponent draws a card, add a copy to your hand. It costs (2) more.",Every. Card. They. Draw. You get a copy. EVERY one. For the REST of the game. They draw their win condition? You have it too. They draw removal? You ALSO have removal. The Ghost sees everything. The Ghost TAKES everything.,true,CORE,NO,
phc_sd_s8,PHANTOM ARMADA,6,SPELL,PHANTOM_CORSAIRS,EPIC,,,,,Summon a 3/3 Phantom Pirate with PHASE for each card you\,Stole five cards? Five 3/3 PHASE pirates. Can\,true,CORE,NO,
phc_m3,Stowaway,1,MINION,PHANTOM_CORSAIRS,COMMON,1,1,PIRATE,CLOAK; LAST_WORDS,STARFORGED -- 5/5. Gains enhanced abilities and BARRIER.,Tiny. Sneaky. Carrying a LEGENDARY in its coat? How? WHERE? It\,true,CORE,YES,
phc_m28,CAPTAIN SHADOWVANE,8,MINION,PHANTOM_CORSAIRS,LEGENDARY,5,5,PIRATE,PHASE; DEPLOY,"STARFORGE -- After stealing 15 cards: Transform into SHADOWVANE, THE GHOST KING -- 12/10, PHASE. Steal your opponent\",He doesn\,true,CORE,YES,
phc_m29,THE NETHERSTORM,9,MINION,PHANTOM_CORSAIRS,LEGENDARY,0,12,,PHASE,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,It\,true,CORE,YES,
phc_m30,PHANTOM ADMIRAL WRAITH,7,MINION,PHANTOM_CORSAIRS,LEGENDARY,5,5,PIRATE,PHASE; DEPLOY,"STARFORGE -- After playing 10 stolen cards: Transform into ADMIRAL OF THE DAMNED -- 10/10, PHASE. ALL Pirates have PHASE and +3/+3. Whenever you play ANY card, steal a card from your opponent\",The Admiral arrives. Every pirate goes invisible. Every stolen card recruits another ghost. She commands a fleet you can\,true,CORE,YES,
phc_m31,JACK \,4,MINION,PHANTOM_CORSAIRS,LEGENDARY,3,3,PIRATE,CLOAK; DEPLOY,STARFORGED -- 7/7. Gains enhanced abilities and BARRIER.,Hits. Steals. Vanishes. Every attack re-cloaks him. Every decloak steals ANOTHER card. He\,true,CORE,YES,
phc_s25,THE GHOST TIDE,10,SPELL,PHANTOM_CORSAIRS,LEGENDARY,,,,,STARFORGED -- enhanced. Gains enhanced abilities and BARRIER.,Their hand: gone. Replaced with self-damage. Your board: full of untargetable ghosts. The Ghost Tide doesn\,true,CORE,YES,
hiv_sd_m1,Worker Drone,1,MINION,HIVEMIND,COMMON,2,1,INSECT,SWARM,SWARM. (Gets +1/+1 for each other friendly minion.),Alone: pathetic. With one friend: slightly less pathetic. With six friends: a 7/7 that REMEMBERS being pathetic.,true,CORE,NO,
hiv_sd_s1,Spawning Pit,1,SPELL,HIVEMIND,COMMON,,,,,Summon two 1/1 Drones.,Two for one mana. The Hivemind\,true,CORE,NO,
hiv_sd_m2,Hatchling Burst,1,MINION,HIVEMIND,COMMON,1,1,INSECT,LAST_WORDS,LAST WORDS: Summon two 1/1 Drones.,Kill one. Get two. Kill those two. Get FOUR. The Hivemind\,true,CORE,NO,
hiv_sd_m3,Skittering Scout,1,MINION,HIVEMIND,COMMON,2,2,INSECT,DEPLOY,"DEPLOY: If you control 2+ other minions, draw a card.",Reports back to the collective. The collective is VERY interested. The collective is ALWAYS interested.,true,CORE,NO,
hiv_sd_m4,Brood Tender,2,MINION,HIVEMIND,COMMON,2,3,INSECT,DEPLOY,DEPLOY: Summon a 1/1 Drone.,Babysitter of the apocalypse. She\,true,CORE,NO,
hiv_sd_s2,Infest,2,SPELL,HIVEMIND,COMMON,,,,,Summon three 1/1 Drones.,Congratulations! Your board has bugs. Three of them. They\,true,CORE,NO,
hiv_sd_m5,Acid Spitter,2,MINION,HIVEMIND,COMMON,3,2,INSECT,SWIFT; DEPLOY,DEPLOY: Deal 1 damage for each other friendly minion you control.,Aim is optional. Volume is MANDATORY. Five friends on board? Five acid globs. The Hivemind calls this \,true,CORE,NO,
hiv_sd_s3,Pheromone Trail,2,SPELL,HIVEMIND,COMMON,,,,,Give all friendly minions +1 Attack this turn. Draw a card.,Follow the scent. Of victory. And also of several billion insects. Mostly the insects.,true,CORE,NO,
hiv_sd_m6,Tunnel Burrower,3,MINION,HIVEMIND,COMMON,3,4,INSECT,GUARDIAN; SWARM,GUARDIAN. SWARM.,Digs in. Grows with the hive. With six friends it\,true,CORE,NO,
hiv_sd_s4,Brood Burst,3,SPELL,HIVEMIND,COMMON,,,,,Summon 1/1 Drones until you have 5 minions.,"Board half empty? Board half FULL OF BUGS. The Hivemind is an optimist. A terrifying, chitinous optimist.",true,CORE,NO,
hiv_sd_s5,Feed the Swarm,3,SPELL,HIVEMIND,COMMON,,,,,Destroy a friendly minion. Give all other friendly minions +2/+1.,One drone dies. The rest absorb its nutrients. Nobody mourns. Everybody grows. Standard Tuesday.,true,CORE,NO,
hiv_sd_m7,Venomsting,3,MINION,HIVEMIND,COMMON,2,3,INSECT,BANE; SWIFT; SWARM,BANE. SWARM.,Poisonous AND it grows with friends. Nature\,true,CORE,NO,
hiv_sd_m8,Hive Coordinator,4,MINION,HIVEMIND,COMMON,4,5,INSECT,DEPLOY,Your SWARM minions have +1/+1. DEPLOY: Summon a 1/1 Drone.,Middle management. But BANE middle management. Her performance reviews are written in pheromones and violence.,true,CORE,NO,
hiv_sd_s6,Plague Swarm,4,SPELL,HIVEMIND,COMMON,,,,,Deal 1 damage to all enemy minions for each friendly minion you control.,More bugs equals more pain. Simple entomology. Seven minions? Seven damage to EVERYTHING they have.,true,CORE,NO,
hiv_sd_m9,Brood Lord,5,MINION,HIVEMIND,COMMON,5,5,INSECT,SWIFT; SWARM,"SWARM. Whenever this attacks, summon two 1/1 Drones.",Attacks AND reproduces simultaneously. Multitasking nightmare. Every swing makes two more friends to count.,true,CORE,NO,
hiv_sd_s7,Swarm Tide,5,SPELL,HIVEMIND,COMMON,,,,,Fill your board with 1/1 Drones.,MAXIMUM BUGS. From zero to seven in one card. The board is FULL. The Hivemind is PLEASED.,true,CORE,NO,
hiv_sd_s8,Devouring Tide,5,SPELL,HIVEMIND,COMMON,3,3,,,"Give all friendly minions +2/+2. If you have 5+ minions, give +3/+3 instead.",The swarm eats. The swarm GROWS. Five minions just became five BIGGER minions. The math compounds.,true,CORE,NO,
hiv_sd_s9,Swarm Intelligence,6,SPELL,HIVEMIND,COMMON,,,,,Draw a card for each friendly minion. Give all friendly minions +1/+1.,The hive thinks. The hive DRAWS SEVEN CARDS. The hive grows +1/+1 across the board. The hive is VERY smart.,true,CORE,NO,
hiv_sd_m10,Egg Sac,1,MINION,HIVEMIND,COMMON,0,2,INSECT,LAST_WORDS,LAST WORDS: Summon three 1/1 Drones.,So fragile. So full of BUGS. Pop it and three angry children spill out. Don\,true,CORE,NO,
hiv_sd_s10,Hivemind Synapse,4,SPELL,HIVEMIND,RARE,,,,,Double the Attack and Health of all 1/1 minions you control.,1/1s become 2/2s. Seven 2/2s is 14/14 total stats. BUG MATH. It\,true,CORE,NO,
hiv_sd_m11,Queen\,5,MINION,HIVEMIND,RARE,5,5,INSECT,SWIFT; SWARM; BARRIER,"SWARM. BARRIER. Whenever this kills a minion, summon two 1/1 Drones.",Kills for the queen. Breeds for the queen. Has BARRIER because the queen said so. Employee of every month.,true,CORE,NO,
hiv_sd_s11,SWARM SINGULARITY,5,SPELL,HIVEMIND,EPIC,,,,,Merge ALL friendly minions into one. Its Attack and Health equal the total of all merged minions. It has all their keywords and SWARM.,"Seven minions walk in. One ABOMINATION walks out. A 1/1, a 3/2, a 4/5, two 2/2s — combined into a 12/12 with SWARM, BANE, GUARDIAN, and a grudge the size of a star system. The Hivemind\",true,CORE,NO,
hiv_sd_m12,BIRTH/DEATH ENGINE,3,MINION,HIVEMIND,EPIC,2,5,INSECT,,"Whenever a friendly minion dies, summon TWO 1/1 Drones. Whenever a Drone is summoned, deal 1 damage to all enemies.",Every death spawns two. Every spawn hurts everything. Kill a drone? Two more hatch. Two pings fire. Those drones die? FOUR more. FOUR pings. It doesn\,true,CORE,NO,
hiv_sd_s12,OVERMIND DIRECTIVE,4,SPELL,HIVEMIND,EPIC,,,,,"For the rest of this turn, whenever you summon a minion, summon a copy of it. At end of turn, give ALL friendly minions +1/+1 for each minion you control.",Every summon doubles. EVERY one. Play Infest? Six drones. Play Swarm Tide? FOURTEEN. Then everything on your board gets +1/+1 for each body present. The Hivemind just told every cell to DIVIDE.,true,CORE,NO,
hiv_m27,OVERMIND SKRYX,9,MINION,HIVEMIND,LEGENDARY,5,10,INSECT,SWARM; DEPLOY; SWIFT,"STARFORGE -- After summoning 50 Drones: Transform into SKRYX, THE INFINITE SWARM -- 8/20, SWARM. Drones have SWARM, SWIFT, and BANE. Start of Turn: Fill your board with 1/1 Drones. Whenever a Drone attacks, summon another Drone.",One mind controls them all. One mind says: MORE. Every drone that hatches pumps the entire hive. Every drone has SWIFT. The Overmind doesn\,true,CORE,YES,
hiv_m28,THE LIVING HIVE,8,MINION,HIVEMIND,LEGENDARY,3,3,INSECT,LAST_WORDS,STARFORGED -- 7/7. Gains enhanced abilities and BARRIER.,Kill it. Go ahead. Six more appear. Kill THOSE. Six more EACH. The Living Hive doesn\,true,CORE,YES,
hiv_m29,THE BROOD MOTHER,8,MINION,HIVEMIND,LEGENDARY,6,8,INSECT,SWARM; DEPLOY,"STARFORGE -- After summoning 30 Drones: Transform into THE HIVE EMPRESS -- 10/15, SWARM. DEPLOY: Fill your board with 4/4 Elite Drones with SWARM. ALL SWARM bonuses are tripled. Start of Turn: Summon Drones until your board is full.",She doesn\,true,CORE,YES,
hiv_m30,QUEEN PARASITHRA,5,MINION,HIVEMIND,LEGENDARY,4,4,INSECT,DEPLOY,STARFORGED -- 8/8. Gains enhanced abilities and BARRIER.,Every enemy bleeds. Every bleed spawns a drone. Every death feeds the Queen. She infested an entire fleet by LOOKING at it. The Hivemind\,true,CORE,YES,
hiv_m31,THE FIRST DRONE,1,MINION,HIVEMIND,LEGENDARY,1,1,INSECT,SWARM,STARFORGED -- 5/5. Gains enhanced abilities and BARRIER.,The original. The ancestor. One drone that breeds from every summon. Play one minion? Two drones appear. Play three? Six drones. It can\,true,CORE,YES,
ast_sd_m1,Stargazer Initiate,1,MINION,ASTROMANCERS,COMMON,2,3,,SCRY,"SCRY (2). (Look at the top 2 cards of your deck, rearrange in any order.)",Sees the future. Rearranges it. Gets a C+ in Divination class anyway.,true,CORE,NO,
ast_sd_s1,Cosmic Insight,1,SPELL,ASTROMANCERS,COMMON,,,,,Draw a card. SCRY (2).,One card now. Two cards arranged for later. Patience is a weapon and you just loaded it.,true,CORE,NO,
ast_sd_s2,Stellar Compass,1,SPELL,ASTROMANCERS,COMMON,,,,,SCRY (3). Draw a card.,Points to destiny. Also points to the bathroom. Multi-functional.,true,CORE,NO,
ast_sd_m2,Astral Moth,1,MINION,ASTROMANCERS,COMMON,2,1,ELEMENTAL,LAST_WORDS,LAST WORDS: SCRY (2).,Dies beautifully. Shows you the future on the way out. 10/10 moth. Would mourn again.,true,CORE,NO,
ast_sd_m3,Celestial Scribe,2,MINION,ASTROMANCERS,COMMON,2,4,,,"Whenever you draw a card outside your normal draw, gain +1/+1.",Takes notes. Gets HUGE from notes. She\,true,CORE,NO,
ast_sd_s3,Star Chart,2,SPELL,ASTROMANCERS,COMMON,,,,,Draw 2 cards.,"Two cards. No strings. No tricks. Just pure, uncut VALUE injected directly into your hand.",true,CORE,NO,
ast_sd_m4,Nebula Sprite,2,MINION,ASTROMANCERS,COMMON,3,3,ELEMENTAL,DEPLOY,DEPLOY: SCRY (2). Draw a card if you put a minion on top.,Finds your friends. Puts them on top. An adorable little cosmic stalker.,true,CORE,NO,
ast_sd_m5,Prophecy Keeper,3,MINION,ASTROMANCERS,COMMON,3,4,,,"Whenever you SCRY, draw the top card if it costs 3 or less.",Predicts cheap cards. Draws cheap cards. She\,true,CORE,NO,
ast_sd_s4,Supernova Shard,3,SPELL,ASTROMANCERS,COMMON,,,,,"Deal 3 damage. SCRY (2). If the top card is a spell, deal 3 more damage.",Peek. Boom. Maybe double boom. The suspense is half the fun. The damage is the other half.,true,CORE,NO,
ast_sd_s5,Cosmic Resonance,3,SPELL,ASTROMANCERS,COMMON,,,,,SCRY (4). Draw 2 cards.,Arrange FOUR. Draw TWO. Your deck just became a loaded weapon with a hair trigger.,true,CORE,NO,
ast_sd_m6,Starfall Sentinel,3,MINION,ASTROMANCERS,COMMON,4,3,,SWIFT; SCRY,SWIFT. SCRY (1).,Hits first. Peeks second. Leaves third. A cosmic hit-and-run artist.,true,CORE,NO,
ast_sd_m7,Fate Weaver,4,MINION,ASTROMANCERS,COMMON,4,5,,BARRIER; DEPLOY,DEPLOY: SCRY (3). Draw the top card. It costs (2) less this turn.,Sees your best card. Yoinks it. Slaps a discount sticker on it. Absolute legend.,true,CORE,NO,
ast_sd_m8,Celestial Observer,4,MINION,ASTROMANCERS,COMMON,4,4,,SWIFT,"Whenever you draw a card, deal 1 damage to a random enemy.",Draws hurt. Being watched by this thing hurts MORE. Every card is a tiny psychic bullet.,true,CORE,NO,
ast_sd_s6,Star Storm,4,SPELL,ASTROMANCERS,COMMON,,,,,Deal 4 damage. SCRY (3).,Four damage NOW. Three perfectly arranged cards for LATER. The present AND future hate your opponent.,true,CORE,NO,
ast_sd_s7,Divination,4,SPELL,ASTROMANCERS,COMMON,,,,,Look at the top 5 cards of your deck. Draw 2 of them. Put the rest back in any order.,Choose your destiny. From five options. Like a cosmic buffet but everything\,true,CORE,NO,
ast_sd_m9,Astral Titan,5,MINION,ASTROMANCERS,COMMON,6,6,,SCRY; DEPLOY,SCRY (3). DEPLOY: Draw the top 2 cards of your deck.,Arranges three. Draws two. Asks for nothing. The math checks out gloriously.,true,CORE,NO,
ast_sd_s8,Cosmic Bombardment,5,SPELL,ASTROMANCERS,COMMON,,,,,Deal 2 damage to all enemies. Draw a card for each enemy minion damaged.,Hurts them. Rewards you. Somehow this is fair because the stars said so.,true,CORE,NO,
ast_sd_s9,Knowledge is Power,5,SPELL,ASTROMANCERS,COMMON,,,,,Draw cards until you have 8 in hand.,Hand empty? Full refill. Hand almost full? Still draws one. Never disappointed. Never empty.,true,CORE,NO,
ast_sd_s10,Starfire,6,SPELL,ASTROMANCERS,COMMON,,,,,Deal damage equal to the number of cards in your hand.,"Full hand? Full damage. Draw more, hit harder. The nerds were right all along.",true,CORE,NO,
ast_sd_m10,Astral Familiar,2,MINION,ASTROMANCERS,COMMON,2,3,,,"Whenever you SCRY, gain +1/+1.",Gets bigger every time you peek at destiny. Curiosity didn\,true,CORE,NO,
ast_sd_st1,Observatory,3,STRUCTURE,ASTROMANCERS,COMMON,,,,,Start of Turn: SCRY (2).,Free future-peeking. Every. Single. Turn. It\,true,CORE,NO,
ast_sd_s11,DÉJÀ VU,2,SPELL,ASTROMANCERS,EPIC,,,,,Draw a card. Cast a copy of the last spell you played this turn.,Didn\,true,CORE,NO,
ast_sd_m11,PARADOX SCHOLAR,3,MINION,ASTROMANCERS,EPIC,3,5,,,"Whenever you SCRY, set the top card\",She breaks every rule of cosmic economics simultaneously. The Dean of Celestara has given up writing her citations.,true,CORE,NO,
ast_sd_st2,SINGULARITY ENGINE,5,STRUCTURE,ASTROMANCERS,EPIC,,,,,"Whenever you draw a card, deal 2 damage to a random enemy. At the end of your turn, draw a card for each enemy that died this turn.",Draws kill. Kills draw. It\,true,CORE,NO,
